DEVICE ;FECHA ;NOMBRE DEL CLIENTE ;NOMBRE DEL PUNTO ;TIPO DE SERVICIO
005484039170;28/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q52 BARRANQUILLA EL SILENCIO;MTTO PREVENTIVO
005484034270;28/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q59 BARRANQUILLA 51 B;MTTO PREVENTIVO
005484032870;28/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q46 BARRANQUILLA BORACAY;MTTO PREVENTIVO
098250352570;28/10/2025;MASSER S A S;1300 EDS CASTELLANA;MTTO PREVENTIVO
098250356670;28/10/2025;MASSER S A S;1000 CAMPO ALEGRE;MTTO PREVENTIVO
009150307770;28/10/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS GASXI SOLEDAD FR;MTTO CORRECTIVO
009770128270;28/10/2025;JERONIMO MARTINS COLOMBIA SAS;1282 CARVAJAL KENNEDY;MTTO PREVENTIVO
002377218070;28/10/2025;COLSUBSIDIO;2180 NODO DOMICILIO KENNEDY;MTTO PREVENTIVO
004465001470;28/10/2025;MOVILGAS LTDA;FV EDS MILENIUMGAS KENNEDY;MTTO PREVENTIVO
009150301170;28/10/2025;ORGANIZACION TERPEL SA;1000  LIQ EDS EL DORADO FR;MTTO PREVENTIVO
009770133770;28/10/2025;JERONIMO MARTINS COLOMBIA SAS;1337 ENGATIVA - SAN IGNACIO (URBAN);MTTO PREVENTIVO
009770031970;28/10/2025;JERONIMO MARTINS COLOMBIA SAS;319 SUBA LAS FLORES;MTTO PROFUNDO
009770057570;28/10/2025;JERONIMO MARTINS COLOMBIA SAS;SUBA PRADO PINZON;MTTO PROFUNDO
004608003370;28/10/2025;DISTRACOM S A;E/S JAVERIANA;MTTO PREVENTIVO
098208000370;28/10/2025;JIN MAO  SAS;FV JIN MAO S A S BOGOTA PAÑALERA VALENTINA 1_2;MTTO PREVENTIVO
002377581070;28/10/2025;COLSUBSIDIO;5810 FARMACIA AVIANCA;MTTO PREVENTIVO
014345000170;28/10/2025;SOCIEDAD HOTELERA TEQUENDAMA SA;FV SUITES TEQUENDAMA;MTTO PREVENTIVO
005349000170;28/10/2025;INVERSIONES Y PETROLEROS S EN C;FV EDS TEXACO 09;MTTO PREVENTIVO
009770127770;28/10/2025;JERONIMO MARTINS COLOMBIA SAS;1277 KENNEDY PIO XXll;MTTO PREVENTIVO
000018236370;28/10/2025;D1 S.A.S;10628 BOG SUBA TABOR;MTTO PREVENTIVO
009150350970;28/10/2025;ORGANIZACION TERPEL SA;1000 EDS VALLEMIO;MTTO CORRECTIVO
#N/D;28/10/2025;MASSER S A S;1000 LIQ EDS LOS ALCAZARES;MTTO PREVENTIVO
098250338770;28/10/2025;MASSER S A S;1000 LIQ EDS PLAZAS VERDES;MTTO PREVENTIVO
005541000370;28/10/2025;PLANEAR INVERSIONES SAS;FV EDS TERPEL YUMBO;MTTO CORRECTIVO
000018215970;28/10/2025;D1 S.A.S;11283-TIENDA D1 CALI EL JARDIN;MTTO PREVENTIVO
000018166370;28/10/2025;D1 S.A.S;12088 TIENDA D1 CALI MARIANO RAMOS;MTTO PREVENTIVO
000018166670;28/10/2025;D1 S.A.S;11616 TIENDA D1 CALI LA INDEPENDENCIA;MTTO PREVENTIVO
013273003371;28/10/2025;DENTIX COLOMBIANA S.A.S;DENTIX CHIPICHAPE;MTTO CORRECTIVO
000018174570;28/10/2025;D1 S.A.S;11571 TIENDA D1 CALI LA GRAN VIA;MTTO PREVENTIVO
098250360470;28/10/2025;MASSER S A S;1200 PRADOS DEL NORTE;MTTO CORRECTIVO
000018167370;28/10/2025;D1 S.A.S;11024 TIENDA D1 MARUCHENGA;MTTO PROFUNDO
000018142870;28/10/2025;D1 S.A.S;10222 TIENDA D1 CABAÑAS;MTTO PROFUNDO
000018169670;28/10/2025;D1 S.A.S;11569 BELL LA GABRIELA;MTTO PROFUNDO
005484099670;28/10/2025;PLAN B INVESTMENTS S.A.S.;FV I75 ISIMO POPULAR;MTTO CORRECTIVO
005484102270;28/10/2025;PLAN B INVESTMENTS S.A.S.;FV ISIMO CONGOLO;MTTO CORRECTIVO
000300010470;28/10/2025;ALMACENES EXITO S A;EDS BELLO;MTTO CORRECTIVO
000018251070;28/10/2025;D1 S.A.S;10047 ENV LA MINA;MTTO PREVENTIVO
000018278670;28/10/2025;D1 S.A.S;10076 ENV SAN JOSE;MTTO PREVENTIVO
000018251470;28/10/2025;D1 S.A.S;10083 ENV BUCAREST;MTTO PREVENTIVO
005484031870;28/10/2025;PLAN B INVESTMENTS S.A.S.;FV AN033 - ENVIGADO PARQUE;MTTO PREVENTIVO
000018167670;28/10/2025;D1 S.A.S;11268 TIENDA D1 BELL CUMBRE OBRA 2000;MTTO PROFUNDO
009770131970;28/10/2025;JERONIMO MARTINS COLOMBIA SAS;1319 PLAYA RICA COMUNA 6;MTTO PROFUNDO
000018234070;28/10/2025;D1 S.A.S;11787-TIENDA D1 ENVIGADO LA PAZ;MTTO PREVENTIVO
009150305370;28/10/2025;ORGANIZACION TERPEL SA;1000 ESTACION DE SERVICIO TERPEL ITAGUI;MTTO CORRECTIVO
098331173770;28/10/2025;BBI COLOMBIA SAS;FV 1737 ARKADIA;MTTO CORRECTIVO
004608032170;29/10/2025;DISTRACOM S A;EDS MARACANA;MTTO CORRECTIVO
005484086270;29/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q75 BARRANQUILLA PARAISO;MTTO PREVENTIVO
005484038570;29/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q62 BARRANQUILLA CALLE 72;MTTO PREVENTIVO
009770105070;29/10/2025;JERONIMO MARTINS COLOMBIA SAS;1050 BARRANQUILLA BELLAVISTA;MTTO PREVENTIVO
009889002670;29/10/2025;MADECENTRO COLOMBIA S.A.S;FV BARRANQUILLA CRA 43;MTTO PREVENTIVO
009171000170;29/10/2025;MATERIALES EMO S.A;FV BARRANQUILLA;MTTO PREVENTIVO
009770133870;29/10/2025;JERONIMO MARTINS COLOMBIA SAS;1338 SOLEDAD CUSULES;MTTO CORRECTIVO
009770098170;29/10/2025;JERONIMO MARTINS COLOMBIA SAS;0981 BARRANQUILLA LA LUZ;MTTO PREVENTIVO
098250358470;29/10/2025;MASSER S A S;1300 TDC DESCANSO;MTTO PREVENTIVO
001280002270;29/10/2025;COLVANES SAS;ENVIA BARRANQUILLA;MTTO PREVENTIVO
004608033170;29/10/2025;DISTRACOM S A;EDS AVENIDA TERCERA;MTTO CORRECTIVO
098250351970;29/10/2025;MASSER S A S;1000 EDS LAS AMERICAS;MTTO PREVENTIVO
098286000670;29/10/2025;MERCADO ZAPATOCA SA;PRIMAVERA;MTTO PREVENTIVO
000018161670;29/10/2025;D1 S.A.S;10710 TIENDA D1 SAN JORGE;MTTO PREVENTIVO
005484099370;29/10/2025;PLAN B INVESTMENTS S.A.S.;FV SC8 ISIMO MARCO FIDEL;MTTO PREVENTIVO
009150301070;29/10/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS VILLA CLAUDIA FR;MTTO PREVENTIVO
009150351870;29/10/2025;ORGANIZACION TERPEL SA;1000  EDS PRIMERA DE MAYO;MTTO PREVENTIVO
004627000270;29/10/2025;CIATRAN S A;FV CIATRAN SEVILLANA;MTTO PREVENTIVO
000018165170;29/10/2025;D1 S.A.S;10622 TIENDAS D1 SUBA VILLA ELIZA;MTTO PREVENTIVO
000018172370;29/10/2025;D1 S.A.S;10634 BOG SUBA TRINITARIA;MTTO PREVENTIVO
009770099170;29/10/2025;JERONIMO MARTINS COLOMBIA SAS;991 SUBA PROVENZA;MTTO PREVENTIVO
009770135370;29/10/2025;JERONIMO MARTINS COLOMBIA SAS;1353 SUBA - VILLA MARIA (JMV);MTTO PREVENTIVO
009770146070;29/10/2025;JERONIMO MARTINS COLOMBIA SAS;1460 SUBA RINCON CALLE 128C;MTTO CORRECTIVO
000018171870;29/10/2025;D1 S.A.S;10563 TIENDA D1 VILLA ALSACIA;MTTO PREVENTIVO
000018277970;29/10/2025;D1 S.A.S;13053 - VILLA CARMENZA;MTTO PREVENTIVO
000018167270;29/10/2025;D1 S.A.S;10432 CDLRIA PDO CAMPESTRE;MTTO PREVENTIVO
009150337170;29/10/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS VILLAGORGONA FR LIQUIDOS;MTTO PREVENTIVO
009770127970;29/10/2025;JERONIMO MARTINS COLOMBIA SAS;1279 MIRANDA CARRERA 8;MTTO CORRECTIVO
000018213670;29/10/2025;D1 S.A.S;10379-TIENDA D1 CALI LA BASE;MTTO PREVENTIVO
000018177570;29/10/2025;D1 S.A.S;11660 TIENDA D1 CALI SALOMIA;MTTO CORRECTIVO
000018159770;29/10/2025;D1 S.A.S;12087 TIENDA D1 CANDELARIA EL CARMELO;MTTO PREVENTIVO
009770097570;29/10/2025;JERONIMO MARTINS COLOMBIA SAS;975 EL CARMELO;MTTO PREVENTIVO
000018251070;29/10/2025;D1 S.A.S;10047 ENV LA MINA;MTTO CORRECTIVO
000018220770;29/10/2025;D1 S.A.S;10957-TIENDA D1 LA CASCADA;MTTO PROFUNDO
000018193570;29/10/2025;D1 S.A.S;10265-TIENDA D1 PRADO HOSPITAL;MTTO PROFUNDO
004608019770;29/10/2025;DISTRACOM S A;EDS MOBIL LOS ANGELES;MTTO PROFUNDO
000018204270;29/10/2025;D1 S.A.S;10258-TIENDA D1 SURAMERICANA;MTTO PROFUNDO
000018031070;29/10/2025;D1 S.A.S;10085 MED EL BOLO;MTTO CORRECTIVO
005484083270;30/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q72 BARRANQUILLA CARIBE VERDE;MTTO PREVENTIVO
005484088870;30/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q79 ISIMO LA PAZ;MTTO PREVENTIVO
009150305670;30/10/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS LA UNION FR;MTTO PREVENTIVO
098250350070;30/10/2025;MASSER S A S;1000 EDS PARAISO;MTTO PREVENTIVO
004586000370;30/10/2025;ARCOS DORADOS COLOMBIA SAS;MAC DONALD - BQUILLA 93;MTTO PREVENTIVO
004608013070;30/10/2025;DISTRACOM S A;DISTRACOM CARNAVAL;MTTO CORRECTIVO
004608032170;30/10/2025;DISTRACOM S A;EDS MARACANA;MTTO CORRECTIVO
005484032770;30/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q47 BARRANQUILLA MONTES;MTTO PREVENTIVO
009889000670;30/10/2025;MADECENTRO COLOMBIA S.A.S;FV MADECENTRO SAN ROQUE;MTTO PREVENTIVO
000018223270;30/10/2025;D1 S.A.S;11221 BQLLA VILLA ANGELITA;MTTO PREVENTIVO
000018043170;30/10/2025;D1 S.A.S;11140 - FUSA SANTANDER;MTTO PREVENTIVO
000018200570;30/10/2025;D1 S.A.S;10714 TIENDA D1 FUSAGASUGA BALMORAL;MTTO PREVENTIVO
000018197270;30/10/2025;D1 S.A.S;10610-TIENDA D1 FUSAGASUGA LAS PALMAS;MTTO PREVENTIVO
005484003270;30/10/2025;PLAN B INVESTMENTS S.A.S.;FV S34 FUSAGASUGA;MTTO PREVENTIVO
009770118770;30/10/2025;JERONIMO MARTINS COLOMBIA SAS;1187 FUSAGASUGA - SAN FERNANDO (JMV);MTTO PREVENTIVO
009553001970;30/10/2025;COLOMBIANA DE COMERCIO S A;FV K- TRONIX MOVIL 94;MTTO PREVENTIVO
009650000470;30/10/2025;CAJA DE COMPENSACION FAMILIAR - COMPENSAR;CUR;MTTO PREVENTIVO
009149009070;30/10/2025;FARMATODO COLOMBIA S A;FARMATODO USAQUEN;MTTO PREVENTIVO
276962000370;30/10/2025;D1 S.A.S;10766 KOBA J VARGAS;MTTO PREVENTIVO
005484001470;30/10/2025;PLAN B INVESTMENTS S.A.S.;FV S16 NORMANDIA OCCIDENTAL 2;MTTO PREVENTIVO
009150335470;30/10/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS CRUZ ROJA FR LIQUIDOS FR;MTTO PREVENTIVO
009150319170;30/10/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS LA 49 FR;MTTO PREVENTIVO
009553042870;30/10/2025;COLOMBIANA DE COMERCIO S A;FV KTRONIX FUSAGASUGA;MTTO PREVENTIVO
009891004270;30/10/2025;BIMBO DE COLOMBIA S.A.;CV BOSA;MTTO CORRECTIVO
004198000170;30/10/2025;FUNDACION SANTAFE DE BOGOTA;TBK-FECHA VALOR FUNDACION SANTA FE BOGOTA;MTTO PREVENTIVO
006675000170;30/10/2025;VENUES SNACKS SAS;MOVISTAR ARENA;MTTO PROFUNDO
006675000270;30/10/2025;VENUES SNACKS SAS;MOVISTAR ARENA 2;MTTO PROFUNDO
098250001370;30/10/2025;MASSER S A S;1000  LIQ  BELALCAZAR;MTTO PREVENTIVO
098331189770;30/10/2025;BBI COLOMBIA SAS;1897 CC CENTENARIO CALI;MTTO CORRECTIVO
098103061370;30/10/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;CALI-50KPL-CLINICA VERSALLES;MTTO CORRECTIVO
100285000170;30/10/2025;GLOBOVENTAS SA;FV GLOBOVENTAS;MTTO PREVENTIVO
000018178170;30/10/2025;D1 S.A.S;10373 TIENDA D1 CALI LIBERTADORES;MTTO PREVENTIVO
000018216670;30/10/2025;D1 S.A.S;11970-TIENDA D1 CALI LAS CANAS;MTTO CORRECTIVO
009770089870;30/10/2025;JERONIMO MARTINS COLOMBIA SAS;898 ALAMEDA AVENIDA ROOSEVELT;MTTO PREVENTIVO
009178000370;30/10/2025;SUPERMERCADO LA GRAN COLOMBIA S A;FV GRANCOLOMBIA MIRAFLORES;MTTO PREVENTIVO
005541000170;30/10/2025;PLANEAR INVERSIONES SAS;FV EDS TEXACO 17 IMBANACO;MTTO PREVENTIVO
001280003970;30/10/2025;COLVANES SAS;ACOPI YUMBO 2;MTTO CORRECTIVO
000018214870;30/10/2025;D1 S.A.S;10434-TIENDA D1 CALI SAN JUDAS;MTTO CORRECTIVO
009178001270;30/10/2025;SUPERMERCADO LA GRAN COLOMBIA S A;FV MORICHAL;MTTO PREVENTIVO
000018170270;30/10/2025;D1 S.A.S;11841 TIENDA D1 MED LAS NIEVES;MTTO PREVENTIVO
004608019770;30/10/2025;DISTRACOM S A;EDS MOBIL LOS ANGELES;MTTO CORRECTIVO
009770123870;30/10/2025;JERONIMO MARTINS COLOMBIA SAS;1238 - BOSTON PARQUE;MTTO PREVENTIVO
098331175370;30/10/2025;BBI COLOMBIA SAS;FV 1753 AVENIDA ORIENTAL;MTTO CORRECTIVO
000018252070;30/10/2025;D1 S.A.S;10048 MED SANTA FE;MTTO PREVENTIVO
098331167370;30/10/2025;BBI COLOMBIA SAS;FV 1673 SANTAFÉ BALSOS;MTTO CORRECTIVO
098103063470;30/10/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;50R8O-EDS MAYORAL;MTTO CORRECTIVO
009889001470;30/10/2025;MADECENTRO COLOMBIA S.A.S;FV MADECENTRO ARGOS;MTTO PROFUNDO
100444000170;30/10/2025;STOCKOIL SAS;FV EDS PUERTO BELLO;MTTO PROFUNDO
000018226970;30/10/2025;D1 S.A.S;10022-TIENDA D1 MERCEDES;MTTO PROFUNDO
009150317070;31/10/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS SERVILOMAR FR;MTTO CORRECTIVO
098250330770;31/10/2025;MASSER S A S;EDS MONTECARMELO Y TDC MONTECARMELO;MTTO PREVENTIVO
005484091170;31/10/2025;PLAN B INVESTMENTS S.A.S.;FV Q81 ISIMO LA TERMINAL;MTTO PREVENTIVO
009150200470;31/10/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS VILLA ESTADIO FR;MTTO PREVENTIVO
009770068470;31/10/2025;JERONIMO MARTINS COLOMBIA SAS;BARRANQUILLA LOTE;MTTO CORRECTIVO
004586023270;31/10/2025;ARCOS DORADOS COLOMBIA SAS;RESTAURANTE BARRANQUILLA C53;MTTO CORRECTIVO
009770147070;31/10/2025;JERONIMO MARTINS COLOMBIA SAS;1470 SOLEDAD LOS CEDROS;MTTO CORRECTIVO
098103093470;31/10/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;VIA 40-77;MTTO CORRECTIVO
000018195170;31/10/2025;D1 S.A.S;10629 BOG SUBA PTA DEL SOL;MTTO PREVENTIVO
000018087970;31/10/2025;D1 S.A.S;10492 BOG AV ROJAS;MTTO CORRECTIVO
001763000271;31/10/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO AVENIDA 68 _ 2;MTTO PREVENTIVO
001763000270;31/10/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO AV 68;MTTO PREVENTIVO
009770126070;31/10/2025;JERONIMO MARTINS COLOMBIA SAS;1260 - SUBA - VILLAS DEL RINCON (JMV);MTTO PREVENTIVO
001763000470;31/10/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO VENECIA;MTTO PREVENTIVO
001763000471;31/10/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO VENECIA - 2;MTTO PREVENTIVO
005484002370;31/10/2025;PLAN B INVESTMENTS S.A.S.;FV S25  LA VICTORIA;MTTO PREVENTIVO
005484002870;31/10/2025;PLAN B INVESTMENTS S.A.S.;FV S30 SANTA RITA;MTTO PREVENTIVO
005484002270;31/10/2025;PLAN B INVESTMENTS S.A.S.;FV S24 JUAN REY;MTTO PREVENTIVO
000018172270;31/10/2025;D1 S.A.S;11886 EJE AMBIENTAL;MTTO PREVENTIVO
000018236670;31/10/2025;D1 S.A.S;10601 BOG SAN ANDRESITO;MTTO PREVENTIVO
009150319870;31/10/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS INOCENTRO;MTTO PREVENTIVO
005484103870;31/10/2025;PLAN B INVESTMENTS S.A.S.;FV SD7 ISIMO CIUDAD ORIENTAL;MTTO CORRECTIVO
009150317770;31/10/2025;ORGANIZACION TERPEL SA;100 EDS PORTAL DE MENGA FR LIQ;MTTO PREVENTIVO
009891000770;31/10/2025;BIMBO DE COLOMBIA S.A.;BIMBO CALI PLUS;MTTO PREVENTIVO
098103061470;31/10/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;CALI-50633-PORTAL ALAMOS;MTTO CORRECTIVO
009889000570;31/10/2025;MADECENTRO COLOMBIA S.A.S;FV MADECENTRO CALI CALLE 19;MTTO PREVENTIVO
000018216670;31/10/2025;D1 S.A.S;11970-TIENDA D1 CALI LAS CANAS;MTTO CORRECTIVO
100565000170;31/10/2025;SANTIPOLLO SAS;FV SANTIPOLLO;MTTO PREVENTIVO
098250340370;31/10/2025;MASSER S A S;1000 LIQ CARRERA 5;MTTO CORRECTIVO
000018160270;31/10/2025;D1 S.A.S;11104 TIENDA D1 CALI EL POBLADO;MTTO PREVENTIVO
000018235670;31/10/2025;D1 S.A.S;10530-TIENDA D1 MEDELLIN SAN IGNACIO;MTTO PROFUNDO
009554009070;31/10/2025;COLOMBIANA DE COMERCIO S A;FV CORBETA DIMED – CLEN;MTTO CORRECTIVO
005484103670;31/10/2025;PLAN B INVESTMENTS S.A.S.;FV I79 ISIMO PICACHITO;MTTO CORRECTIVO
000300010470;31/10/2025;ALMACENES EXITO S A;EDS BELLO;MTTO CORRECTIVO
000018226570;31/10/2025;D1 S.A.S;10093-TIENDA D1 BODEGA SAN ISIDRO;MTTO PROFUNDO
005484029470;31/10/2025;PLAN B INVESTMENTS S.A.S.;FV I18 MED SAN ANTONIO PRADO CASA DE LA CULT;MTTO PROFUNDO
098250201770;31/10/2025;MASSER S A S;1000 EDS LA MOTA;MTTO CORRECTIVO
005484079870;31/10/2025;PLAN B INVESTMENTS S.A.S.;FV I47 LA ESTRELLA ANCON;MTTO CORRECTIVO
009150315070;31/10/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS ANCON SUR FR LIQUIDOS;MTTO CORRECTIVO
005484103570;1/11/2025;PLAN B INVESTMENTS S.A.S.;FV QA3  ISIMO EL SANTUARIO;MTTO CORRECTIVO
009770068470;1/11/2025;JERONIMO MARTINS COLOMBIA SAS;BARRANQUILLA LOTE;MTTO CORRECTIVO
001763000271;1/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO AVENIDA 68 _ 2;MTTO CORRECTIVO
000352000170;1/11/2025;TAXEXPRESS SA;PLAZA EXPRESS;MTTO PREVENTIVO
000018217170;1/11/2025;D1 S.A.S;10765-TIENDA D1 TABORA;MTTO CORRECTIVO
001763000270;1/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO AV 68;MTTO CORRECTIVO
009150308070;1/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS EL TRIANGULO;MTTO CORRECTIVO
098208000470;1/11/2025;JIN MAO  SAS;FV JIN MAO PAÑALERA VALENTINA 2;MTTO PREVENTIVO
000018230170;1/11/2025;D1 S.A.S;12765 - BOG ENG SAN LORENZO;MTTO PREVENTIVO
098286001070;1/11/2025;MERCADO ZAPATOCA SA;GARCES NAVAS;MTTO PROFUNDO
009150301970;1/11/2025;ORGANIZACION TERPEL SA;1000 LIQ ESTACION DE SERVICIO TERPEL CARRERA 8A;MTTO CORRECTIVO
098103075870;1/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;501N4-PARQUE DEL PERRO 34;MTTO CORRECTIVO
000018216670;1/11/2025;D1 S.A.S;11970-TIENDA D1 CALI LAS CANAS;MTTO CORRECTIVO
009150317870;1/11/2025;ORGANIZACION TERPEL SA;1000  EDS BONANZA FR LIQ;MTTO CORRECTIVO
009554000370;1/11/2025;COLOMBIANA DE COMERCIO S A;FV CORBETA DISTRIBUCIONES MEDELLIN;MTTO CORRECTIVO
000018235170;1/11/2025;D1 S.A.S;11196-TIENDA D1 SUCRE;MTTO PROFUNDO
005484092870;4/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q87 ISIMO SANTA ANA;MTTO PREVENTIVO
098103059670;4/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;BARRANQUILLA-50KFI-LA CONCEPCIÓN;MTTO CORRECTIVO
009889002870;4/11/2025;MADECENTRO COLOMBIA S.A.S;FV BARRANQUILLA CALLE 30;MTTO CORRECTIVO
005484091870;4/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q85 ISIMO CEVILLAR;MTTO PREVENTIVO
005484036670;4/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q10 BARRANQUILLA SAN JOSE;MTTO CORRECTIVO
098250353370;4/11/2025;MASSER S A S;1000 METROPARQUE;MTTO PREVENTIVO
098103061170;4/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;BARRANQUILLA-50SHU-LA 21;MTTO CORRECTIVO
005484033270;4/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q01 ATL PTO COLOMBIA VILLA CAMPESTRE;MTTO PREVENTIVO
098250356670;4/11/2025;MASSER S A S;1000 CAMPO ALEGRE;MTTO CORRECTIVO
098103086370;4/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;50N82  - SURISALCEDO;MTTO CORRECTIVO
005484033570;4/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q58  BARRANQUILLA LA UNION;MTTO CORRECTIVO
005484033670;4/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q33 BARRANQUILLA CARRERA 27;MTTO CORRECTIVO
009770046970;4/11/2025;JERONIMO MARTINS COLOMBIA SAS;469 SUBA - TUNA BAJA - CL 153;MTTO PREVENTIVO
009770068870;4/11/2025;JERONIMO MARTINS COLOMBIA SAS;688 SUBA-CANODROMO CLL 128B (PLT);MTTO PREVENTIVO
009770061670;4/11/2025;JERONIMO MARTINS COLOMBIA SAS;SUBA PRADO VERANIEGO PLT;MTTO PREVENTIVO
005528000570;4/11/2025;LA NACIONAL DE LICORES DE COLOMBIA SAS;FV SEDE AMERICAS;MTTO CORRECTIVO
000183000170;4/11/2025;INVESTAM Y CIA SA;1000 LIQ EDS NAMERICAS 2 AF;MTTO PREVENTIVO
005484102070;4/11/2025;PLAN B INVESTMENTS S.A.S.;FV SD3 ISIMO TINTALITO;MTTO PREVENTIVO
005484101170;4/11/2025;PLAN B INVESTMENTS S.A.S.;SC6 FV ISIMO MANDALAY;MTTO PREVENTIVO
008900000170;4/11/2025;INVERSIONES Y ASESORIAS DE TRANSPORTES ANDINO S.A;EDS PETROMIL AV. CALI;MTTO CORRECTIVO
007412000170;4/11/2025;EL GRAN LANGOSTINO SAS PA PAGO AUTOMATICO;FV EL GRAN LANGOSTINO FLORES;MTTO CORRECTIVO
007412000170;4/11/2025;EL GRAN LANGOSTINO SAS PA PAGO AUTOMATICO;FV EL GRAN LANGOSTINO FLORES;MTTO PREVENTIVO
001280003370;4/11/2025;COLVANES SAS;PUNTO BODEGA PAQUETES 2;MTTO CORRECTIVO
009770134170;4/11/2025;JERONIMO MARTINS COLOMBIA SAS;1341 KENNEDY MANDALAY;MTTO PREVENTIVO
000018177970;4/11/2025;D1 S.A.S;10377 TIENDA D1 CALI SANTA ELENA;MTTO PREVENTIVO
098103049270;4/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;50Y57-AVENIDA COLOMBIA;MTTO CORRECTIVO
098103037970;4/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;OXXO 50KHU FLORA 586;MTTO CORRECTIVO
100443000270;4/11/2025;AVICOLA POLLO LISTO SAS;FV SANTA HELENA;MTTO PREVENTIVO
000018167570;4/11/2025;D1 S.A.S;10387 TIENDA D1 CALI LOS CHORROS;MTTO PREVENTIVO
000018213570;4/11/2025;D1 S.A.S;10366-TIENDA D1 CALI ALAMEDA;MTTO PREVENTIVO
000018162070;4/11/2025;D1 S.A.S;11401 TIENDA D1 CALI SILOE;MTTO CORRECTIVO
009553002770;4/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOMPRAR AKT ROOSVELT;MTTO PREVENTIVO
000018176170;4/11/2025;D1 S.A.S;10405 TIENDA D1 CALI PRIMERO DE MAYO;MTTO PREVENTIVO
009150337270;4/11/2025;ORGANIZACION TERPEL SA;1000 LIQ PASOANCHO;MTTO CORRECTIVO
000018170570;4/11/2025;D1 S.A.S;11838 TIENDA D1 LA SELVA;MTTO CORRECTIVO
005484103670;4/11/2025;PLAN B INVESTMENTS S.A.S.;FV I79 ISIMO PICACHITO;MTTO CORRECTIVO
009770128070;4/11/2025;JERONIMO MARTINS COLOMBIA SAS;1280 - PLAZA BELVERDE;MTTO PREVENTIVO
000018171170;4/11/2025;D1 S.A.S;10071 TIENDA D1 CENTRO DE LA MODA 2;MTTO PROFUNDO
005484032170;4/11/2025;PLAN B INVESTMENTS S.A.S.;FV I21 ITAGUI TABLAZO;MTTO PROFUNDO
005484085470;4/11/2025;PLAN B INVESTMENTS S.A.S.;FV I56 ITAGUI SAN FRANCISCO;MTTO PROFUNDO
009150302970;4/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS EL ENCIERRO;MTTO CORRECTIVO
009889002470;4/11/2025;MADECENTRO COLOMBIA S.A.S;ITAGUI;MTTO PROFUNDO
000018162870;4/11/2025;D1 S.A.S;10806 TIENDA D1 MED CASTILLA 2;MTTO PREVENTIVO
005484079870;4/11/2025;PLAN B INVESTMENTS S.A.S.;FV I47 LA ESTRELLA ANCON;MTTO CORRECTIVO
098250000370;7/11/2025;MASSER S A S;1000 EDS TERPEL MONTECARMELO;MTTO PREVENTIVO
098250353870;7/11/2025;MASSER S A S;1000 UNIVERSIDADES;MTTO PREVENTIVO
098103053570;7/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;506Q0-DISTRITO 90;MTTO PREVENTIVO
005484033670;7/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q33 BARRANQUILLA CARRERA 27;MTTO CORRECTIVO
